rx,ry,B_x,B_y,B_z
-0.379445517,-0.252960345,13.24,-12.91,2.87
-0.307168276,-0.487861379,11.41,-9.43,3.57
0.00001,-0.433653448,13.89,-1.23,4.52
-0.054197931,-0.487861379,13.49,-2.22,4.51
-0.307168276,-0.524,11.4,-8.09,3.77
-0.144544483,-0.162613793,27.02,-8.24,3.79
-0.234891034,0.00001,28.45,-14.27,0.08
-0.180683103,-0.216821724,25.68,-9.43,3.41
-0.433653448,-0.054197931,14.27,-15.61,0.51
-0.397514828,-0.198752414,13.83,-14.68,1.87
-0.524,-0.216821724,10.17,-14.31,1.53
-0.451722759,-0.090336552,12.36,-15.53,0.79
-0.162613793,-0.487861379,12.86,-6.26,4
-0.198752414,-0.379445517,14.71,-7.26,4.58
-0.198752414,-0.216821724,23.25,-9.49,4.18
-0.198752414,-0.234891034,23.05,-9.4,4.24
-0.325237586,-0.054197931,22.18,-16.18,1.01
0.00001,-0.090336552,32.24,-0.13,2.08
-0.054197931,-0.162613793,30.5,-2.17,3.23
-0.054197931,-0.090336552,33.07,-2.69,2.29
-0.108405862,-0.469792069,14.94,-3.92,4.31
-0.325237586,-0.289098966,14.47,-11.32,3.45
-0.325237586,-0.487861379,11.48,-9.56,3.53
-0.433653448,-0.343306897,10.82,-11.85,2.89
-0.487861379,-0.108405862,10.75,-15.08,0.99
-0.108405862,-0.415584138,14.66,-4.83,4.43
-0.524,-0.307168276,10.41,-12.67,2.34
-0.108405862,-0.325237586,19.35,-5.06,4.68
-0.162613793,-0.01805931,31.78,-10.01,0.72
0.00001,-0.451722759,14.93,-1.26,4.21
-0.198752414,-0.252960345,21.76,-8.42,4.57
-0.054197931,-0.108405862,32.1,-2.98,3.15
-0.415584138,-0.162613793,14.66,-14.15,1.79
-0.01805931,-0.343306897,18.47,-1.72,4.51
-0.252960345,-0.343306897,15.5,-8.94,4.26
-0.451722759,-0.252960345,11.13,-13.46,2.46
-0.433653448,-0.090336552,13.37,-16.02,1.05
-0.487861379,-0.234891034,10.55,-14.51,1.81
-0.487861379,-0.198752414,10.43,-14.62,1.75
-0.144544483,-0.343306897,17.99,-6.59,4.66
-0.415584138,-0.216821724,12.8,-13.79,2.54
0.00001,-0.397514828,15.25,-1.27,4.67
-0.50593069,-0.126475172,10.56,-14.5,1.34
-0.180683103,-0.361376207,16.23,-7.77,4.5
-0.126475172,-0.50593069,13.15,-4.92,4.56
-0.036128621,-0.162613793,29.04,-1.83,4.36
-0.50593069,-0.216821724,11.31,-13.5,1.88
-0.198752414,-0.162613793,24.93,-11.49,3.15
-0.216821724,-0.01805931,28.81,-13.77,0.63
-0.397514828,-0.451722759,12.12,-11.12,2.92
-0.216821724,-0.487861379,12.1,-7.18,3.89
-0.234891034,-0.036128621,27.74,-13.81,0.96
-0.325237586,-0.415584138,12.76,-10.27,3.31
-0.307168276,-0.072267241,21.81,-15.09,1.26
0.00001,-0.343306897,18.65,-1.11,4.41
-0.271029655,-0.126475172,24.25,-13.08,2.57
-0.524,-0.126475172,10.87,-15.16,1.07
-0.361376207,-0.180683103,16.3,-14.95,2.25
-0.50593069,-0.397514828,11.15,-12.94,2.34
-0.01805931,-0.072267241,34.11,-0.74,2.08
-0.144544483,-0.252960345,25.36,-6.13,4.15
-0.379445517,-0.289098966,13.21,-12.26,2.98
-0.469792069,-0.307168276,10.69,-12.94,2.45
-0.433653448,-0.162613793,12.6,-14.65,1.74
-0.524,-0.469792069,11.66,-12.19,2.06
-0.126475172,-0.216821724,25.39,-6.65,4.1
-0.325237586,-0.361376207,13.7,-10.37,3.63
-0.144544483,-0.090336552,30.75,-8.89,2.47
-0.451722759,0.00001,13.71,-15.74,-0.18
-0.343306897,-0.054197931,19.73,-16.41,0.44
-0.090336552,-0.144544483,30.26,-5.64,2.85
-0.289098966,-0.289098966,17.7,-10.84,3.53
-0.524,-0.433653448,11.8,-11.97,2.5
-0.307168276,-0.271029655,16.91,-11.77,3.35
-0.126475172,-0.343306897,18.9,-5.43,4.7
-0.487861379,-0.126475172,11.37,-14.63,1.32
-0.180683103,-0.469792069,12.68,-6.6,4.15
-0.469792069,-0.01805931,11.77,-15.55,0.18
-0.524,-0.487861379,11.61,-12.27,1.99
-0.361376207,-0.036128621,19.81,-16.64,0.36
-0.144544483,-0.234891034,24.84,-7.61,3.85
0.00001,-0.126475172,30.76,0.84,2.98
-0.234891034,-0.524,13.31,-6.39,3.96
-0.433653448,-0.072267241,14.08,-15.72,0.85
-0.036128621,-0.469792069,13.72,-2.57,4.28
-0.307168276,-0.252960345,17.39,-11.81,3.83
-0.451722759,-0.271029655,11.27,-13.6,2.66
-0.126475172,-0.036128621,33.35,-8.43,1.13
-0.361376207,-0.252960345,15.93,-12.76,2.66
-0.451722759,-0.415584138,11.17,-11.85,2.71
-0.198752414,-0.01805931,29.55,-12.31,0.51
0.00001,-0.036128621,34.64,0.83,0.73
-0.379445517,-0.415584138,12.81,-9.84,3.06
-0.415584138,-0.325237586,11.21,-11.83,2.83
-0.216821724,-0.50593069,12.08,-6.95,3.83
0.00001,-0.307168276,19.77,-0.02,4.91
-0.469792069,-0.216821724,11.42,-13.44,2.21
-0.054197931,-0.379445517,16.38,-2.83,4.83
-0.361376207,-0.307168276,12.95,-11.48,3.52
-0.090336552,0.00001,34.59,-5.75,0.14
-0.216821724,-0.361376207,17.33,-7.8,3.96
-0.090336552,-0.126475172,30.47,-5.16,3.52
-0.036128621,-0.234891034,25.7,-1.75,4.59
-0.50593069,-0.01805931,11.48,-14.95,0.18
-0.469792069,-0.144544483,11.22,-15.21,1.14
-0.271029655,-0.036128621,23.66,-15.21,0.66
-0.252960345,-0.487861379,12.78,-8.26,3.78
-0.469792069,-0.469792069,11.45,-10.55,3.06
-0.036128621,-0.01805931,35.35,-1.23,0.65
-0.036128621,-0.487861379,15.07,-1.38,4.28
-0.252960345,-0.433653448,12.38,-7.39,4.17
-0.162613793,-0.036128621,31.43,-9.79,1.2
-0.108405862,-0.234891034,26.31,-5.07,3.98
-0.216821724,-0.451722759,13.68,-6.8,4.21
-0.271029655,-0.144544483,23.43,-12.8,2.77
-0.307168276,-0.50593069,12.25,-9.09,3.66
-0.289098966,-0.524,11.53,-8.27,3.77
0.00001,-0.01805931,34.29,1.26,0.62
-0.180683103,-0.487861379,14.39,-5.34,4.02
-0.01805931,-0.162613793,28.76,-0.34,4.22
-0.451722759,-0.108405862,13.42,-14.56,1.19
-0.036128621,-0.397514828,15.64,-2.4,4.45
-0.397514828,-0.361376207,11.43,-10.76,3.2
-0.433653448,-0.289098966,10.99,-12.66,2.61
-0.361376207,-0.343306897,11.82,-11.4,3.19
-0.433653448,-0.198752414,12.11,-14.06,2.08
-0.126475172,-0.252960345,23.28,-6.45,4.32
-0.451722759,-0.325237586,11.55,-12.23,2.77
-0.01805931,-0.198752414,26.58,-1,4.15
-0.01805931,-0.524,14.29,-1.1,4.38
-0.090336552,-0.162613793,28.06,-4.28,4.03
-0.307168276,-0.01805931,23.74,-15.59,0.39
-0.072267241,-0.325237586,20.57,-3.65,4.42
-0.343306897,-0.198752414,17.54,-13.44,2.93
-0.072267241,-0.01805931,34.83,-4.8,0.64
-0.126475172,-0.108405862,32.35,-6.85,2.09
-0.036128621,-0.198752414,28.05,-1.53,3.73
-0.090336552,-0.415584138,15.86,-3.22,4.72
-0.144544483,-0.271029655,21.88,-5.92,4.72
-0.487861379,-0.090336552,11.53,-15.04,1.01
-0.01805931,-0.271029655,22.54,-1.32,4.55
-0.252960345,-0.144544483,25.16,-12.11,2.96
-0.307168276,-0.469792069,12.32,-9.44,3.7
-0.216821724,-0.108405862,26.97,-12.01,2.64
-0.234891034,-0.415584138,14.18,-8.23,4.05
-0.415584138,-0.289098966,11.44,-12.4,2.77
-0.216821724,-0.126475172,25.26,-12.04,2.81
-0.144544483,-0.108405862,30.05,-8.99,2.81
-0.433653448,-0.397514828,12.05,-11.55,2.91
-0.126475172,-0.126475172,29.38,-7.78,3.3
-0.180683103,-0.01805931,31.71,-11.36,0.72
-0.524,-0.415584138,12.51,-12.37,2.06
-0.271029655,-0.072267241,24.68,-14.11,1.36
-0.144544483,-0.524,13.82,-5.57,4.13
-0.397514828,-0.524,11.74,-9.19,3.31
-0.271029655,-0.198752414,21.61,-12.02,3.37
-0.054197931,-0.415584138,15.56,-2.71,4.68
-0.036128621,-0.343306897,18.36,-1.4,4.91
-0.451722759,-0.054197931,13.38,-15.63,0.7
-0.307168276,-0.162613793,20.83,-14.99,2.41
-0.180683103,-0.343306897,18.07,-7.84,4.61
-0.01805931,-0.325237586,19.69,-0.97,5.02
-0.234891034,-0.198752414,23.68,-10.54,3.94
-0.054197931,-0.361376207,18.34,-2.63,4.97
-0.108405862,-0.198752414,25.61,-5.2,4.54
-0.234891034,-0.090336552,27.33,-12.88,2.34
-0.433653448,-0.325237586,12,-12.68,2.68
-0.072267241,-0.072267241,33.38,-4.59,2.14
-0.469792069,-0.198752414,12.45,-13.51,1.72
-0.108405862,-0.036128621,32.75,-7.2,1
-0.216821724,-0.524,13.41,-6.76,3.91
-0.524,-0.090336552,10.24,-14.89,0.94
-0.01805931,-0.469792069,13.17,-2.06,4.32
-0.180683103,-0.325237586,17.96,-6.58,4.73
-0.054197931,-0.198752414,26.25,-2.68,4.72
-0.162613793,-0.271029655,22.52,-6.52,4.72
-0.180683103,-0.289098966,20.77,-7.34,4.7
-0.415584138,-0.01805931,15.79,-16.38,0.27
-0.271029655,-0.415584138,12.57,-9.44,3.78
-0.216821724,-0.397514828,13.89,-7.83,4.35
-0.144544483,-0.361376207,16.84,-5.78,4.78
-0.198752414,-0.271029655,20.43,-8.43,4.53
-0.487861379,-0.397514828,11.35,-11.91,2.94
-0.126475172,-0.415584138,14.42,-5.04,4.66
-0.361376207,-0.162613793,17.41,-14.51,2.56
-0.343306897,-0.090336552,20.48,-16.26,1.56
-0.036128621,-0.252960345,24.02,-2.22,4.4
-0.036128621,-0.271029655,23.28,-1.35,4.67
-0.289098966,-0.180683103,21.62,-12.48,3.18
-0.054197931,-0.469792069,14.14,-2.96,4.48
0.00001,-0.144544483,29.01,0.94,3.86
-0.072267241,-0.397514828,16.83,-2.41,4.76
-0.252960345,-0.180683103,23.13,-11.52,3.5
-0.216821724,-0.343306897,17.27,-8.56,4.41
-0.289098966,-0.451722759,12.08,-8.72,3.95
-0.397514828,-0.343306897,11.15,-11.46,3.19
-0.487861379,-0.271029655,10.38,-13.36,2.32
-0.271029655,-0.469792069,11.47,-8.59,3.81
-0.198752414,-0.144544483,25.68,-10.67,3.39
-0.397514828,-0.036128621,17.14,-16.35,0.53
-0.054197931,-0.433653448,14.36,-3.07,4.34
-0.487861379,-0.487861379,11.78,-10.08,2.96
-0.198752414,-0.325237586,18.06,-7.67,4.41
-0.162613793,-0.433653448,14.09,-5.57,4.52
-0.451722759,-0.216821724,11.47,-13.51,2.24
-0.289098966,-0.090336552,23.46,-15.02,1.77
-0.036128621,-0.451722759,14.47,-2.46,4.42
-0.50593069,-0.289098966,10.28,-12.69,2.44
-0.433653448,-0.271029655,11.03,-13.05,2.58
-0.216821724,-0.180683103,23.02,-11.25,3.58
-0.162613793,-0.307168276,20.29,-7.18,4.58
-0.325237586,-0.325237586,14.09,-10.96,3.75
-0.162613793,-0.343306897,17.76,-6.78,4.73
-0.162613793,-0.198752414,24.35,-8.32,4.34
-0.144544483,-0.054197931,32.44,-8.83,1.79
-0.50593069,-0.469792069,13.06,-11.37,2.44
-0.108405862,-0.072267241,32.9,-6.39,2.03
-0.054197931,-0.252960345,25.22,-2.35,4.49
-0.433653448,-0.451722759,11.91,-10.35,3.26
-0.289098966,-0.252960345,18.15,-11.42,3.67
-0.50593069,-0.090336552,11.19,-15.18,0.9
-0.451722759,-0.307168276,10.89,-13.25,2.35
-0.397514828,-0.379445517,11.16,-11.57,3.06
-0.487861379,-0.307168276,10.43,-13.03,2.47
-0.108405862,0.00001,34.42,-6.85,0.05
-0.415584138,-0.487861379,13.13,-10.33,2.84
-0.289098966,-0.469792069,11.72,-8.51,3.64
-0.379445517,-0.487861379,11.28,-9.56,3.36
-0.01805931,-0.01805931,34.64,0.29,0.55
-0.415584138,0.00001,16.37,-15.07,-0.42
-0.271029655,-0.50593069,11.97,-8.45,3.52
-0.252960345,-0.01805931,27.09,-14.14,0.46
-0.234891034,-0.451722759,13.43,-7.99,3.94
-0.126475172,-0.234891034,23.85,-6.16,4.62
-0.162613793,0.00001,32.48,-10.01,0.26
-0.271029655,-0.090336552,26.04,-13.66,1.32
0.084482759,-0.036206897,34.03,0.92,-7.07
-0.253448276,0.156896552,9.86,-13.02,-9.68
0.181034483,0.35,8.71,2.45,-9.42
-0.301724138,-0.084482759,15.23,-22.59,-1.43
-0.132758621,0.060344828,23.79,-15.42,-10.79
-0.205172414,0.10862069,15.56,-15.46,-10.44
0.325862069,0.205172414,11.44,6.42,-7.75
-0.229310345,0.277586207,5.25,-7.92,-9.44
-0.229310345,-0.181034483,23.09,-23.48,4.05
0.084482759,0.301724138,11.45,-0.17,-10.86
0.205172414,-0.205172414,30.21,8.24,1.36
-0.301724138,-0.205172414,14.5,-21.82,5.65
0.35,-0.060344828,18.89,10.25,-3.97
0.181034483,0.084482759,22.84,5.35,-9.33
-0.229310345,-0.35,13.24,-15.53,11.73
-0.181034483,0.156896552,14.39,-13.38,-10.82
0.325862069,-0.156896552,21.79,10.87,-1.51
-0.35,0.012068966,8.75,-18.71,-4.74
-0.277586207,-0.10862069,17.13,-23.38,-0.41
0.156896552,0.229310345,14.81,2.36,-10.7
0.036206897,0.301724138,10.97,-1.13,-11.17
-0.181034483,-0.253448276,24.78,-19.19,9.12
